date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:58:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Jul%202025%2006:58:32%20GMT	https://henpresscare.com/contact/	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/contact/index.html	(from https://henpresscare.com/copy/)
07:58:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Jul%202025%2006:58:33%20GMT	https://henpresscare.com/offerings/	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/offerings/index.html	(from https://henpresscare.com/copy/)
07:58:33	24836/24836	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2020:18:31%20GMT	https://henpresscare.com/copy/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.11.2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/themes/astra/assets/js/minified/frontend.min2720.js	(from https://henpresscare.com/copy/)
07:58:34	460/460	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2020:16:20%20GMT	https://henpresscare.com/copy/wp-content/plugins/gutenberg/build/dom-ready/index.min.js?ver=222ad38e3e5e302c8bbf	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/plugins/gutenberg/build/dom-ready/index.min7228.js	(from https://henpresscare.com/copy/)
07:58:34	6581/6581	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2020:21:45%20GMT	https://henpresscare.com/copy/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from https://henpresscare.com/copy/)
07:58:34	5700/5700	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2020:54:17%20GMT	https://henpresscare.com/copy/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.29.2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/plugins/elementor/assets/js/webpack.runtime.min2801.js	(from https://henpresscare.com/copy/)
07:58:34	48393/48393	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2020:54:15%20GMT	https://henpresscare.com/copy/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.29.2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/plugins/elementor/assets/js/frontend-modules.min2801.js	(from https://henpresscare.com/copy/)
07:58:35	21464/21464	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Feb%202025%2016:27:26%20GMT	https://henpresscare.com/copy/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-includes/js/jquery/ui/core.minb37e.js	(from https://henpresscare.com/copy/)
07:58:35	32876/32876	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2020:54:15%20GMT	https://henpresscare.com/copy/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.29.2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/plugins/elementor/assets/js/frontend.min2801.js	(from https://henpresscare.com/copy/)
07:58:37	75054/75054	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jun%202025%2020:55:38%20GMT	https://henpresscare.com/copy/wp-content/uploads/2025/06/pexels-photo-7265363-1.jpeg	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/2025/06/pexels-photo-7265363-1.jpg	(from https://henpresscare.com/copy/wp-content/uploads/elementor/css/post-275.css?ver=1751683075)
07:58:37	104828/104828	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jun%202025%2020:55:36%20GMT	https://henpresscare.com/copy/wp-content/uploads/2025/06/pexels-photo-6646975-1.jpeg	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/2025/06/pexels-photo-6646975-1.jpg	(from https://henpresscare.com/copy/wp-content/uploads/elementor/css/post-275.css?ver=1751683075)
07:58:37	102921/102921	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Jun%202025%2020:55:38%20GMT	https://henpresscare.com/copy/wp-content/uploads/2025/06/pexels-photo-6111599-1.jpeg	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/2025/06/pexels-photo-6111599-1.jpg	(from https://henpresscare.com/copy/wp-content/uploads/elementor/css/post-275.css?ver=1751683075)
07:58:37	39456/39456	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:03%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:37	24576/24576	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:03%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:37	4468/4468	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:04%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:38	18800/18800	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:04%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:38	22288/22288	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:04%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:38	44336/44336	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:04%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:38	13888/13888	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:04%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:39	28536/28536	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:04%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:39	44192/44192	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:05%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:39	35568/35568	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:16%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:39	22796/22796	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:16%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:40	4340/4340	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:16%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:40	17628/17628	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:16%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:40	40572/40572	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:16%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:40	20408/20408	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:17%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:40	13004/13004	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:17%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:41	26428/26428	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:17%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:41	40128/40128	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:17%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1749156977)
07:58:42	32340/32340	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:25%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749156986)
07:58:42	21364/21364	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:26%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749156986)
07:58:42	2220/2220	---M--	200	added ('OK')	font/woff2	date:Thu,%2005%20Jun%202025%2020:56:26%20GMT	https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	C:/My%20Web%20Sites/HenPressCare1/henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	(from https://henpresscare.com/copy/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1749156986)
